horizontal_vibration,vertical_vibration,temperature
-0.00206065,0.02106440,59.55669076
0.01033706,0.02501396,59.56948659
-0.02356869,0.00642791,59.50251696
-0.02191880,0.02577288,59.49773111
0.02113712,0.05103093,59.45407737
0.07685907,0.07242574,59.70541573
0.06927261,0.03912925,59.64499551
0.04124252,0.01634448,59.63176245
0.04990355,0.03414753,60.40904139
0.05197219,0.04034154,59.52025227
0.02544896,0.04274711,58.91575902
0.03575215,0.03065435,59.81428134
0.06153041,0.00876365,59.78228868
0.07683476,-0.00388968,59.45481995
0.04588047,-0.00231594,59.57964760
0.00646749,-0.02680737,59.63523041
-0.00118565,-0.01176419,59.94142988
0.03741308,-0.00928014,59.67395609
0.05055913,-0.02921790,59.42617814
0.01213166,-0.03033629,59.77960426
-0.03986937,-0.07967730,59.74696388
-0.02100374,-0.07899486,60.26559155
-0.04710073,-0.03261233,59.41955438
-0.06285874,-0.03273767,60.28604166
-0.05170983,-0.03454307,59.87225060
-0.02430605,-0.03136610,59.43519535
-0.01387143,-0.02921818,59.71661846
-0.03891017,-0.01255252,59.99173797
-0.08650861,-0.01296438,59.32480569
-0.06341043,-0.00172489,60.11108476
-0.03469101,0.03144442,59.34445116
-0.01454865,0.03287863,59.78964433
-0.02640946,0.02069122,59.81295745
-0.04961191,0.00819902,60.23359926
-0.03028018,0.01826509,59.91364858
0.00431445,0.06382815,60.28481754
0.00414306,0.05701562,59.68710386
0.01747840,0.04271326,59.75045542
0.05095911,0.02013502,59.90099229
0.07067516,0.05963740,60.01580548
0.03384061,0.05685904,59.42630054
0.00796893,0.03317447,59.52640977
0.03251569,0.02826739,59.92837338
0.07243982,0.04421782,59.83122641
0.07256072,0.03056467,59.35312738
0.04936482,-0.02256833,59.56171008
0.03290379,-0.03700639,59.68188150
0.05384248,-0.00665285,59.80520469
0.03529149,0.01546002,59.67863253
0.02560324,-0.00305242,59.71761364
0.02593122,-0.02452360,59.29146984
0.03162204,-0.03470755,60.31186531
0.01569338,-0.05446151,59.64019749
-0.03106036,-0.03920297,59.66157629
-0.07866065,-0.05430571,59.94296052
-0.06054796,-0.04308176,59.66808387
-0.03299186,-0.03261043,59.57488872
-0.01756192,-0.03808509,59.90740241
-0.04728170,-0.03910915,59.81116217
-0.03507847,-0.05244009,59.78472238
-0.07236718,-0.02849202,60.04007513
-0.06739847,-0.00490238,60.24928221
-0.04483457,0.02547731,59.47686214
-0.04293297,0.01338709,59.51561849
-0.01372829,-0.01625657,59.55578589
-0.01523652,-0.00042586,59.43015990
-0.05837480,0.00626270,59.75460409
-0.03914964,0.01520786,60.29385128
0.01078420,0.04304055,60.22447831
0.03448550,0.06031487,59.28408178
0.04640388,0.07852422,59.78778606
0.04332245,0.04506519,59.69582067
0.02882511,0.04235679,59.78812620
0.05560412,0.04451115,59.09855316
0.04495308,0.06277111,59.70381879
0.03199798,0.02598288,59.78971815
0.04904806,0.01848048,59.85877574
0.06125545,0.01332507,59.93346884
0.06663389,0.00629362,60.06684255
0.02229952,-0.00309577,59.88738241
0.00073837,-0.00549983,59.56267580
0.05448095,0.00726816,59.60709923
0.08277776,0.01285063,60.03863093
0.02413778,-0.02550265,59.44997097
0.10644236,0.02791125,59.53125198
0.08848379,0.03095405,59.84892220
0.08003448,0.02060380,60.09995903
0.01355130,0.02705156,60.19866414
0.02832994,0.04018097,59.74226124
0.06079572,0.00804258,59.26370021
0.04294957,0.00166504,59.55207473
0.02053673,0.03301910,59.84473868
-0.02880368,0.01400089,59.90051326
-0.03139774,0.01656834,60.47994325
-0.00817236,0.04273141,59.95009212
0.02205059,0.04318120,59.74131292
-0.02797047,0.01235577,60.31238199
-0.02453473,-0.00401468,59.43843388
-0.03178773,0.02021055,60.20044550
-0.01194603,0.06384141,59.78967722
-0.00805596,0.07428197,59.77603815
0.02594299,0.06100637,60.48107742
0.03846738,0.04298523,59.49370333
0.06130431,0.05202733,59.84115597
0.04065496,0.05282543,59.76485121
0.01238432,0.06214215,59.55416798
0.02910244,0.04143532,59.64359218
0.09019780,0.07055979,60.67488655
0.08757445,0.04801500,60.23208521
0.05035182,0.02592169,60.56631267
0.03934428,0.01462237,59.66160859
0.04752400,0.01034286,60.22952360
0.04116221,0.02603095,60.40404519
0.23214836,0.14947464,60.43772947
0.20314416,0.11855709,59.70501722
0.20541409,0.08663630,59.78728875
0.15802982,0.06406194,59.80412534
0.11122058,0.04830817,60.21457515
0.05158614,0.02762320,59.74338878
0.05770995,0.02482658,60.02924315
0.07703122,0.01903379,59.83599830
0.06258552,0.01546879,60.07481266
0.02713886,0.00696584,59.97014618
0.02019199,-0.02074518,59.44997497
0.01788373,-0.00905125,60.31129082
0.00172954,0.04050416,59.93933902
-0.00874891,0.00928026,59.68008594
-0.01728083,0.02690196,59.64557661
0.00760241,0.01749011,59.93908384
-0.00940779,0.01355442,59.57435501
-0.04053507,0.01585555,60.02159691
-0.05094170,0.02512114,60.46108645
-0.00951366,0.05396428,59.94585551
0.03721526,0.06742423,59.92802501
0.04844360,0.06701740,60.50229265
0.03327690,0.01227507,59.43696757
0.00810378,0.04665916,60.18613861
0.03683565,0.05694255,60.24288402
0.02926534,0.06271965,59.29382395
0.04261040,0.04727875,60.33702676
0.06363855,0.04328453,59.44135033
0.06928301,0.02758189,59.65104791
0.07379639,0.03456483,60.31991527
0.03781077,0.03373291,60.11106837
0.02433077,0.02095835,60.11921104
0.08662319,0.02809911,60.12457524
0.09203341,0.04447102,59.90207716
0.06640137,0.00214393,60.76298148
0.02484942,-0.03982537,60.14628872
0.00829998,-0.04223445,59.96391206
-0.00254219,-0.02195557,59.96790081
-0.00938691,-0.01094801,60.00340362
0.01124463,-0.04117098,59.72535465
0.00072336,-0.05559253,60.59740253
0.02079139,-0.03922165,60.23048985
-0.02343157,-0.03698017,60.26195575
-0.05349482,-0.06255849,60.30735893
-0.05410008,-0.04312182,60.36522939
-0.03024586,-0.01623032,59.93900909
-0.01276812,-0.00175435,60.03575005
-0.04924164,-0.03546622,59.66224001
-0.07758192,-0.04329361,59.73590156
-0.06863987,-0.02732447,60.19984449
-0.06115417,0.01454476,60.41466628
-0.05472343,0.04913974,60.20316402
-0.03628894,0.01321237,59.28685069
0.00427255,0.02512456,59.76906617
0.02344242,0.04911880,59.25591493
0.01338230,0.04221975,59.88628850
-0.03274276,0.02190355,60.24927331
-0.03145902,0.05540323,60.04831851
0.04580114,0.06225756,60.19594165
0.06648736,0.06687839,60.75372953
0.04305656,0.02541091,59.93376577
0.01528445,0.03151055,60.04544581
0.03448727,0.01657894,60.10467116
0.03700509,0.03132554,60.07335330
0.05130637,0.03868964,59.80096306
0.06746189,0.01837549,60.03388776
0.07227677,0.00762315,60.41145184
0.07658418,-0.01128277,59.81293096
0.01728626,-0.01034538,59.51517293
-0.03262521,-0.03556997,60.05177347
-0.00601145,-0.02673170,60.04010021
0.00301231,-0.03575831,59.92374776
0.01479472,-0.02937418,60.27014013
0.01719297,-0.05988699,60.30827879
-0.04013407,-0.06619153,59.83086574
-0.01678382,-0.03696908,59.76137096
-0.03299834,-0.01370993,59.90097441
-0.03849802,-0.02546208,60.31828836
-0.05899488,-0.03187039,59.84392582
-0.04240954,-0.03909344,60.33386593
-0.04361977,-0.02450883,59.77671697
-0.06913446,-0.02938599,60.12578514
-0.10118061,-0.02488055,59.86451332
-0.08254118,-0.00448447,60.02812199
0.01821193,0.04184309,59.96549864
-0.00763697,0.02474743,60.50261222
-0.01964045,0.00501651,59.87572708
-0.00607639,0.01598318,59.87888017
-0.01880253,0.03492847,59.95246968
-0.00884758,0.06516071,59.89381457
0.00392144,0.04582691,60.42658917
0.01628896,0.02301397,60.42905440
0.04413892,0.00822108,59.55137184
0.05231369,0.02539421,60.19657183
0.01653666,0.03980590,60.26087281
0.01527595,0.03114906,59.78416695
0.05053745,0.05560569,60.32141754
0.09217073,0.03871104,60.54901014
0.09880283,0.02478061,60.58636118
0.05018375,-0.01666953,60.28921659
0.02817626,-0.03199241,59.74754299
0.03104951,-0.02684100,60.10542372
0.01320562,-0.00020512,60.05361781
0.00335599,-0.03117272,60.43063875
0.01169497,-0.04842695,60.50386864
0.03540331,-0.05965283,60.11938631
0.01878147,-0.04416944,60.55257217
-0.04214166,-0.04997918,60.29592535
-0.05246392,-0.03159593,59.98700812
-0.00582089,-0.03766316,60.59146099
-0.00988399,-0.03883709,60.20926769
-0.03854291,-0.06042243,60.24763733
-0.04332972,-0.04699460,60.32218152
-0.08012057,-0.05196029,60.13551052
-0.08020231,-0.01147574,59.76218826
-0.06307666,0.01634362,59.80333551
-0.05323534,0.00929549,59.99884244
-0.02559554,-0.01883548,59.28608375
-0.00659870,0.01594683,60.07277205
-0.00552747,0.01795803,60.30212373
-0.05199940,0.02482613,59.99903887
-0.03629095,0.03573632,59.88098997
0.00031311,0.03550979,60.09839953
0.02082119,0.05441812,61.05299852
0.02181602,0.02860246,60.32966315
-0.00040066,0.01587359,60.45224329
0.03152684,0.01861131,59.68736587
0.04234023,0.06346700,60.65483305
0.04496862,0.06681841,59.81035354
0.05447207,0.03675983,60.22509658
0.08293649,0.02952502,60.32706822
0.10797260,0.02737547,60.31550182
0.03350999,0.00682764,59.65726016
0.00160296,-0.03083292,59.74777274
0.00417368,-0.00142694,60.06801589
0.05426829,-0.00415618,60.38192817
0.04834836,-0.01525136,60.15262933
0.01651173,-0.05341843,60.13337322
-0.00804827,-0.06673982,59.86731664
0.00327093,-0.04360149,59.51758823
-0.01385508,-0.02014005,60.56185150
-0.02073903,-0.01147209,59.88210766
-0.04212898,-0.04748579,60.01933516
0.00484410,-0.05159676,60.37985255
-0.03069581,-0.05901865,59.93341520
-0.08484441,-0.07508910,60.15605127
-0.09512634,-0.03181714,60.97206650
-0.06881890,-0.04342218,60.02490263
-0.02142202,0.01273432,59.84221647
-0.00255745,0.01852122,59.96913616
-0.01936098,-0.00849263,60.71664320
-0.04714465,-0.01666999,60.17822602
-0.03370759,0.01445494,60.15950442
-0.02433025,0.04518083,60.01324884
-0.05020499,0.04196606,59.87225652
-0.00107085,0.04287623,60.68551320
0.02518312,0.03424181,60.57574187
0.03746514,0.02967264,60.76400963
0.01060404,0.01725721,60.25366128
-0.00022424,0.04171383,60.43246897
0.04923812,0.05806282,60.41294427
0.09333742,0.07182227,59.71361406
0.08913157,0.06452988,60.01603988
0.04231091,0.00439723,60.54346591
0.03967122,0.00053202,60.53727572
0.05012130,0.00922164,60.27823996
0.03519933,0.02083774,60.65082803
0.04096459,0.00352865,60.16952592
0.05278277,-0.01786222,60.47399463
0.06609850,-0.02976615,60.25327148
0.02938474,-0.02134520,59.87129783
0.01200422,-0.03015594,59.78511268
-0.01304126,-0.03388395,60.16650734
0.01085899,-0.01766354,60.42023901
0.02499228,0.01007418,60.48527640
-0.01322751,-0.04359343,60.30099674
-0.06384441,-0.06991720,60.01116728
-0.05200788,-0.06727600,59.95756795
-0.05641225,-0.04162923,60.25819695
-0.06474640,0.00406745,59.88250350
-0.04810776,-0.01389574,60.58035440
-0.04369431,-0.02842548,60.32936864
-0.01811021,-0.01749188,60.27576871
-0.01307428,0.00164503,60.33240892
-0.05950531,0.01180814,60.46620422
-0.06051975,0.01875872,60.71219537
-0.01675137,0.03443803,60.70019855
0.01613121,0.05865405,59.94209013
0.00542410,0.05682305,60.17425626
-0.01516381,0.01652929,59.95729521
-0.01304619,0.00398922,59.91280680
-0.00371060,0.04947723,60.21191253
0.03889054,0.07723379,60.37677773
0.04152736,0.06265535,59.84339257
0.07391692,0.02974835,60.43461885
0.09828180,0.03538294,60.59885871
0.05508031,0.02137376,60.90552509
0.02072847,-0.00384115,60.01458242
0.04084339,0.01070883,60.53000271
0.05169102,0.03120731,60.09547734
0.08070695,0.01229061,60.84639416
0.03996690,-0.01091050,60.49354751
0.02411953,-0.03476729,60.22914563
0.02968357,-0.02488788,60.18922594
0.01287436,0.00650739,60.19251972
0.01007261,-0.00952262,60.75590716
-0.00165298,-0.04158777,60.09884626
0.01911026,-0.04791948,59.89226980
-0.01275166,-0.05901545,60.32871456
-0.03525218,-0.06275036,59.89295636
-0.07464563,-0.06195891,60.75843801
-0.08023360,-0.04618947,60.12637632
-0.03238032,-0.00075034,60.30011939
-0.01470928,-0.00619174,60.51525357
-0.04317193,-0.00501171,60.52834070
-0.06747859,-0.02983221,59.97048641
-0.05134448,-0.00560707,60.63793540
-0.06089141,0.03467352,60.73292751
-0.05340948,0.03543278,60.58563627
-0.02048072,0.01896854,60.68274116
0.00884543,0.02531367,60.18587829
-0.00177492,0.01582626,60.14663661
-0.02768974,0.02599721,60.14997432
-0.01596286,0.03413446,60.32593362
0.01487005,0.05773946,60.71961912
0.05998055,0.09572377,60.61820734
0.08376477,0.06762755,60.17998293
0.05313231,0.03305305,60.35652771
0.04489336,0.00107344,60.60891466
0.02423124,0.04245508,60.27123618
0.04107332,0.04305036,60.34442580
0.04409604,0.01536661,60.61665062
0.05206177,-0.00385590,60.37101195
0.07353273,-0.02213427,60.25132264
0.06081761,-0.02675975,60.66689202
0.00542976,-0.02437873,60.07484054
-0.01757333,-0.03103603,60.27548649
0.02302073,-0.01252809,60.01487238
0.04005001,-0.01071642,60.18599310
0.01921641,-0.02208312,60.86213556
-0.03133226,-0.06762379,60.01026325
-0.05332363,-0.06101828,60.18594233
-0.05255284,-0.05452604,60.47246570
-0.06275088,-0.02533911,60.22323608
-0.05882531,-0.03506505,60.72336359
-0.03938272,-0.05535799,60.46721411
-0.02061562,-0.03996229,60.90995622
-0.03163233,-0.01628296,60.45066366
-0.05654509,-0.01627860,60.30986560
-0.08696552,-0.00156038,60.16486053
-0.05344447,0.01445136,60.40948383
-0.03285803,0.04007375,60.05813076
-0.02054000,0.00175661,60.62551739
-0.03239376,-0.00700694,60.48609388
-0.02781821,0.00072550,59.77210902
-0.00810630,0.05476916,60.49866185
-0.00642561,0.06985684,60.63824366
0.01738889,0.04775390,60.68104650
0.04602083,0.03992941,60.04842988
0.06997672,0.04769376,60.53555434
0.04471124,0.04846664,59.90923931
0.01284118,0.01740526,60.03312274
0.02682614,0.01292269,60.10255106
0.06054472,0.03569788,60.22480726
0.09083761,0.05269008,60.26857428
0.06002289,-0.00007159,60.61957823
0.05273604,-0.01629105,60.34583229
0.03931164,-0.01726241,60.18747157
0.04286354,0.00445063,60.54807186
0.02943808,0.00626509,60.32397695
0.02307182,-0.01683404,60.26621882
0.04725383,-0.03801510,60.51848107
0.03941630,-0.05148036,60.27735199
-0.02530803,-0.05085463,60.38970695
-0.07761154,-0.05257873,60.65477052
-0.06217351,-0.06403968,60.35775924
-0.03678416,-0.05725825,60.29217659
-0.01482563,-0.03161000,60.87234748
-0.02558639,-0.04522817,60.75500018
-0.06331749,-0.06116054,61.02464189
-0.05288188,-0.02178921,60.56505449
-0.08068032,0.00349509,60.51454834
-0.06837953,0.01373779,60.35687239
-0.04486885,-0.01958451,60.39027117
-0.03266866,-0.01334874,60.56637079
-0.03119160,0.00796109,60.55345238
-0.04594202,0.01258180,60.75037574
-0.06825816,0.02672207,60.79567972
-0.03044997,0.04431344,60.11385477
0.04884286,0.06953883,61.06638187
0.03841014,0.06414655,60.74764562
0.04043067,0.04572281,60.51655503
0.05008921,0.04093158,60.08899860
0.03536278,0.05189693,60.65374844
0.04248767,0.05822716,59.64564526
0.04459180,0.04995604,60.50457877
0.06117366,0.00181046,60.60561870
0.06153692,0.01669497,60.24817512
0.08024401,0.01663077,60.29166146
0.04180690,0.02557640,60.30162442
0.01638262,-0.01221424,61.34472814
0.03583009,0.00335380,60.30952353
0.06530728,0.01916125,59.97529756
0.05587939,-0.01712845,60.34657902
0.01888096,-0.03929296,60.42340508
-0.00752495,-0.05989601,59.96129401
0.00420170,-0.03908176,60.29314047
-0.02592813,-0.03071118,60.90056869
-0.05459628,-0.03320512,60.43036001
-0.02411918,-0.06405354,60.64919717
-0.01044371,-0.05275602,60.21126948
-0.02811256,-0.02990514,60.32931209
-0.06958067,-0.04304320,60.37215774
-0.09055061,-0.02233298,60.59574582
-0.05406185,-0.00914595,60.51532317
-0.02283703,0.01536385,60.36654241
-0.02359841,0.00964190,60.67368186
-0.07397050,-0.02571827,60.15734329
-0.04575831,-0.00354893,60.23860425
-0.03017290,0.02007960,60.60268523
-0.02720522,0.05076684,60.57687458
-0.01488496,0.05963554,60.75784339
0.02648935,0.04615257,60.69352494
0.02767917,0.04674760,59.98573854
0.04382473,0.04420362,60.74303370
0.01229453,0.04639592,60.45086521
0.00914492,0.03855311,60.52782636
0.04071040,0.03989957,60.79904698
0.06609900,0.05159628,60.17246367
0.04556033,0.03118770,60.52493236
0.05348390,-0.00060803,60.62849953
0.05596407,0.00554713,60.93226282
0.05949936,0.02342211,60.62685128
0.06949308,0.03196018,60.93559512
0.05460423,0.00706660,60.56294663
0.04094968,-0.00379869,60.37486489
0.06806201,-0.01291781,60.05818956
0.01665986,-0.02152247,60.25199941
-0.05274853,-0.05829147,60.80088358
-0.05050955,-0.04701149,60.73499377
-0.00956790,-0.03301479,60.97472621
0.00741039,-0.03845493,60.14066970
-0.00718882,-0.03791446,60.97416213
-0.05422096,-0.05344842,60.35844623
-0.03974697,-0.03733539,60.90702746
-0.04170451,0.00995569,60.90665413
-0.04449852,-0.00222566,60.70136542
-0.04579233,-0.02140882,60.83128778
-0.02828494,-0.01847256,60.42801434
-0.02147411,-0.01238197,60.43451006
-0.06634762,-0.00515585,60.82394376
-0.10052930,-0.01192076,60.13436544
-0.05852896,0.00851018,60.75525754
0.00175771,0.04981474,60.75136685
0.02451231,0.04907665,60.80820094
0.00281884,0.02673730,60.00647521
0.00659093,0.01858780,60.17346392
0.02287670,0.02746585,60.60173357
0.01065325,0.08171459,60.29820064
0.00869355,0.05683752,60.30665532
