horizontal_vibration,vertical_vibration,temperature
0.04472663,0.11103157,72.89949014
0.03253966,0.04106788,73.35285755
0.02912245,0.10863260,73.50269724
0.02581553,0.17503752,72.86662454
0.05282108,0.15839678,72.83569181
0.02209906,0.13865992,73.28217654
0.11692003,0.07495228,73.34163375
0.19628226,0.06989611,73.30184383
0.16385031,0.05417340,73.18215613
0.06925536,0.07107365,72.98494681
0.09343547,0.06908741,73.44566147
0.16924041,0.10340176,73.08226602
0.24369190,0.07056772,73.51184252
0.13631028,-0.01599372,73.37357315
0.02572156,-0.11881953,73.36623843
0.01043867,-0.11925015,73.11227350
0.00218712,-0.10276238,72.85772334
-0.02665501,-0.06864581,73.47130643
-0.03199926,-0.09315108,72.79254950
0.03319665,-0.11941482,72.92267727
-0.00862743,-0.14729849,73.21108417
-0.08495819,-0.10505295,73.39573117
-0.18061333,-0.14190960,72.68406036
-0.17664909,-0.09585120,73.65102808
-0.02872525,-0.00418782,72.56075330
-0.08865628,-0.02986666,73.51158360
-0.12438315,-0.10210732,73.06381488
-0.18486134,-0.12845528,73.29298587
-0.20907146,-0.03014139,73.29982623
-0.14267689,0.02083186,73.11408801
-0.13873138,0.09113960,72.98596787
-0.03591760,0.07504109,72.23699248
0.04518478,0.10181613,73.62372523
0.08667677,0.13398284,73.37558513
-0.03974302,0.08075915,73.29016800
-0.11820371,0.14382425,73.76064148
0.01030839,0.10472526,73.41409192
0.11463759,0.15229562,73.93785109
0.15686655,0.15376763,73.11775121
0.09667125,0.03428622,73.30557529
0.11453187,0.03424051,73.07206585
0.16343945,0.07200526,73.30381874
0.10597727,0.11718444,73.51568200
0.11506418,0.12189015,72.53807295
0.17833316,0.02643741,73.12721673
0.18226251,-0.01654399,73.24315867
0.16995138,-0.02401459,73.37422708
0.02710785,-0.05887411,73.58430618
-0.04829089,-0.05232444,73.18295394
-0.01002250,-0.08978965,73.62562045
0.06539478,-0.06600616,73.31369309
0.02517722,-0.06098241,73.71419577
-0.04660342,-0.15575063,73.47546570
-0.07256486,-0.18375653,73.00309888
-0.08774715,-0.10163735,73.05742998
-0.10617872,-0.05165372,72.67126154
-0.11410973,-0.06455740,73.18235408
-0.16086054,-0.06451906,73.22966702
-0.03312427,-0.10261131,73.20307948
-0.15500858,-0.09757921,73.24227019
-0.22844893,-0.08899407,73.23840505
-0.22351897,-0.03124911,72.85149962
-0.13640711,0.05250175,73.49463197
-0.06733183,0.10816456,73.06561181
-0.01044676,0.09213531,73.16761651
-0.02664845,0.02272903,73.34098964
-0.05118285,0.03177764,73.27994668
-0.03040983,0.15128177,72.54900549
-0.05035857,0.14453654,73.68985003
0.00067785,0.12037914,73.66286752
0.09117134,0.06900068,73.30713078
0.15580358,0.08042074,73.16915352
0.14744598,0.08449813,73.33788820
0.04939382,0.09287375,73.67170472
0.06530610,0.06022477,72.74655095
0.17638392,0.15368497,73.48443566
0.26043565,0.11242106,73.11696847
0.17925252,-0.00088779,73.27292433
0.10363024,-0.03404300,73.55508113
0.09981811,-0.05067525,73.11682060
0.04521888,0.03016024,73.31254573
0.04261553,-0.02792956,73.35282128
-0.01426420,-0.06170868,73.44404329
0.08493335,-0.09450274,73.55149516
0.07802596,-0.11445986,73.34560669
-0.02735750,-0.11265693,73.51328961
-0.12882555,-0.14246034,73.23991683
-0.09123536,-0.08220173,73.34627372
-0.05908975,-0.06002310,73.78068576
-0.02590439,-0.04335205,73.11986491
-0.15633331,-0.13085723,73.00223049
-0.19012021,-0.16150984,73.40397478
-0.18791315,-0.10409548,73.67522787
-0.18898570,-0.00598106,73.34844343
-0.18821719,0.00744463,73.08117038
-0.10506071,0.01706323,72.63889654
-0.03912284,0.02247753,73.52047550
-0.01568043,0.03982448,73.17726577
-0.08408126,0.06333693,73.09252802
-0.13236548,0.07398509,73.50637613
-0.06802393,0.15430473,73.20265223
0.04952319,0.15632427,73.61145942
0.11446030,0.09665055,73.07741270
0.05142371,0.07800571,74.07675689
0.03150890,0.00315443,73.38200735
0.07835354,0.11088118,73.29747609
0.10870204,0.14453371,73.35916549
0.18369398,0.14851258,73.11078483
0.18231284,0.09129420,74.27095711
0.26443372,0.04266346,73.63877567
0.20477347,0.03896573,73.35008738
0.09828135,0.00991556,72.55489754
0.02468641,-0.02628531,73.67437571
0.06101518,0.00501612,72.86911331
0.13847446,-0.03025562,73.90033273
0.12600454,-0.03860731,73.23895845
0.02710595,-0.18443350,73.27821613
0.00854027,-0.17382155,72.91485342
-0.00050438,-0.07977429,73.50097803
-0.05112031,-0.03106517,73.43068533
-0.07524495,-0.06132256,72.99261482
-0.09535175,-0.11611054,72.90660179
-0.00634306,-0.11877918,73.43125350
-0.10267033,-0.12863889,73.59987046
-0.21586454,-0.09767526,72.52964818
-0.24203396,-0.10855367,73.17745263
-0.13354243,-0.05035965,74.01565392
-0.05144296,0.02070460,72.94465179
-0.03133119,0.00970720,73.08675979
-0.12418249,-0.02741078,73.67065919
-0.08694443,-0.04161785,73.89594792
-0.05033389,0.06216977,73.10797192
-0.09851044,0.15150174,73.26580012
-0.07859190,0.11489139,74.01991429
-0.00284785,0.03006691,73.56866324
0.10066621,0.04414096,73.14192279
0.03540843,0.08783962,73.64577295
-0.00178740,0.09107327,73.28326051
0.02715991,0.12588164,73.46789568
0.15116368,0.16936532,73.28470836
0.22663934,0.16849542,73.57061719
0.24823300,0.06765367,73.36342989
0.14684927,0.02236204,73.65519268
0.11186058,0.02572336,73.52207780
0.10776892,0.03345051,73.02067143
0.05439567,0.03732631,73.21168398
0.07202868,-0.00378943,73.28068748
0.13525546,-0.04517570,73.01283235
0.14489360,-0.06366038,73.45978094
0.06321238,-0.11278219,73.49029626
-0.05654841,-0.10667539,73.58376567
-0.05743712,-0.09708410,73.23093998
0.02408438,-0.03216087,73.25981354
0.01491687,-0.06933851,73.67286707
-0.05929283,-0.14981209,73.23475097
-0.13520379,-0.21067821,73.35392542
-0.18214787,-0.17485246,73.20010992
-0.12721422,-0.08992494,73.52954921
-0.16335709,-0.03963413,73.59101756
-0.14956926,-0.03525038,74.20360699
-0.06752412,-0.04241667,73.75624925
-0.05499937,-0.00114454,73.52683863
-0.09595178,0.00977672,73.97584245
-0.16891087,0.01778581,73.48041819
-0.11847325,0.04910510,73.74712912
-0.03717052,0.10579148,74.09066622
0.00379529,0.10050991,73.50296718
-0.01949074,0.05282696,73.94156282
-0.09378406,0.03174276,73.57623341
0.02389275,0.05129765,73.91458995
0.03054546,0.16826725,73.88945778
0.09309795,0.17841865,73.75338720
0.13792216,0.14141714,73.82454557
0.22265349,0.05963337,73.33972539
0.22533742,0.10416545,73.17123193
0.08761230,0.03696159,73.75248482
0.02882287,-0.00136906,73.49756849
0.09083956,0.01880476,73.47881895
0.17843528,0.10113024,73.69071802
0.15708071,-0.01861331,73.82136749
0.64406787,0.32167462,74.19819239
0.54584098,0.22710188,73.58996123
0.49646556,0.28770996,73.80351630
0.41831257,0.30139714,73.56850541
0.36964370,0.30737679,74.09176970
0.32670795,0.20203799,73.43873147
0.29547240,0.08139089,73.81238275
0.24955249,0.03530440,73.86029946
0.04067299,0.04191814,73.53898761
-0.01879479,0.06457238,73.51541727
0.04820727,0.06894099,73.93144635
0.11178857,0.13598056,73.08716232
0.12735302,0.13344757,73.85903839
0.03066225,0.03982144,73.79779362
0.02777426,0.02480663,73.30266977
0.00821402,0.12878510,73.70329975
-0.02669341,0.12862078,73.93089045
-0.01592353,0.18163917,73.70596295
0.02412664,0.11815382,73.79080539
0.09890023,0.10173599,73.63650959
0.07504629,0.16766389,73.76900123
-0.01494631,0.11188612,73.00956229
0.04252267,0.15752500,74.16048858
0.16221450,0.18097503,73.59775721
0.22282469,0.22673404,73.65673941
0.24599745,0.19372242,73.67876408
0.15995274,0.08916061,73.56642278
0.13685492,0.05826170,73.28135468
0.15513707,0.11333621,73.60444748
0.14748547,0.14594503,73.79280884
0.11873371,0.04023287,73.67059440
0.17236562,-0.04174665,73.25177998
0.20895444,-0.05243110,73.54861562
0.14853061,-0.01971078,72.47297040
0.03577887,-0.05114250,74.25533691
-0.00223104,-0.05401143,73.77255342
0.12951820,-0.02170725,73.96830760
0.07493096,-0.01022689,73.42238119
0.03000093,-0.14520950,73.42719291
-0.07795436,-0.17727662,74.06887443
-0.10232750,-0.17680728,74.06448737
-0.10856731,-0.12844810,73.83864165
-0.15414066,-0.03196332,73.68044748
-0.16738573,-0.13058959,73.55005227
-0.11187164,-0.09549224,74.00468826
-0.05518960,-0.10178318,73.88756347
-0.05687244,-0.02637190,73.46894353
-0.16104850,-0.03720278,73.90480446
-0.17175627,0.02887733,73.56663806
-0.05468701,0.03474793,73.57106780
-0.04716067,0.04762714,74.03021319
-0.06952526,0.01779888,73.70199021
-0.10781505,0.01070537,73.68642466
-0.09106992,0.04867641,73.83869766
-0.02901489,0.14688198,73.83125038
-0.01163212,0.18080080,74.17601319
0.05066863,0.14918359,73.74482845
0.17807290,0.10799491,73.48579575
0.21437913,0.12462739,73.65684954
0.09524731,0.07061987,74.29514427
0.02321628,0.08464340,73.57094295
0.08838470,0.08637066,73.91514140
0.17012065,0.12963234,73.50177592
0.19227093,0.05436387,73.06500261
0.11597045,-0.03685727,73.18280908
0.09455257,-0.07762020,73.34308551
0.07653746,-0.01952344,73.44909504
0.09109804,0.01718892,73.94206886
0.05603132,0.00285777,73.48271731
0.04956680,-0.05023715,73.59143562
0.05450920,-0.11676081,73.53644625
0.02236807,-0.08994100,73.85979253
-0.10977257,-0.11982055,73.52336247
-0.18539229,-0.15659583,73.53086677
-0.09726370,-0.15104880,73.35544393
-0.02628365,-0.03889959,73.81993076
-0.08617494,-0.04224903,73.35986050
-0.09995510,-0.13662726,73.95490365
-0.14586970,-0.12967527,73.32741830
-0.11054858,-0.07610676,73.21368650
-0.14082375,0.04351236,73.73624952
-0.15535114,0.00961852,73.75083402
-0.11056644,-0.00076168,73.87124786
-0.00918995,0.00734116,73.71296766
-0.06222506,-0.00102851,73.40840118
-0.12360452,0.07050660,73.10859785
-0.09736809,0.06692504,73.82571951
-0.02015416,0.14376177,73.96319357
0.11345552,0.16593191,73.79390346
0.09344290,0.15858333,73.63665826
0.05784500,0.08401968,73.43214881
0.12031089,0.05230857,74.01997940
0.04314208,0.13174259,73.58979353
0.07685398,0.16781623,73.67887151
0.10567932,0.07612465,73.70974150
0.18079041,0.05736656,73.36826616
0.17481922,0.04995771,74.21829646
0.13493749,0.01139983,73.54530407
0.04526943,0.00065889,74.10328270
0.06437260,0.01025782,73.60159497
0.12788617,-0.00077152,73.87024472
0.18709473,0.02960714,73.90832416
0.10379270,-0.09489508,74.03849066
-0.01681558,-0.18320933,73.64046901
-0.05506952,-0.14250389,73.50092042
-0.05764372,-0.09345492,73.88017458
-0.12812879,-0.10325968,74.08099986
-0.13701839,-0.12362603,74.64683528
-0.03264229,-0.15759612,73.76842305
-0.02371837,-0.14879256,73.93099819
-0.09006018,-0.09675041,73.56985298
-0.19536399,-0.10439341,73.17665020
-0.16257098,-0.05200317,74.31873290
-0.12192746,0.04310764,73.45602073
-0.05786073,0.03359542,74.37362209
-0.09814775,-0.03120218,74.04234722
-0.14803762,-0.07365566,74.16023671
-0.14806437,-0.02010447,73.46957685
-0.07064138,0.11525630,73.87213894
-0.08652242,0.12851916,73.72549391
-0.00163862,0.11508559,74.11336706
0.11414083,0.10627329,74.10567796
0.10112871,0.09048597,74.08394410
0.02882241,0.14425888,73.94865393
-0.01514933,0.09383336,74.04562039
0.04801626,0.11798132,74.17453486
0.10796949,0.10378689,74.64150811
0.15701679,0.10877117,73.54921847
0.11194796,0.02839576,73.91846564
0.12772148,-0.04479692,74.20961127
0.15733856,0.05948904,73.94280088
0.13786676,0.05835080,74.06016239
0.13335026,0.05740628,73.67216823
0.12127049,-0.02064611,74.23461905
0.15454920,-0.04154177,73.81042661
0.12746946,-0.08651118,73.92889707
-0.01854386,-0.13003747,73.78929388
-0.12636174,-0.15276966,73.86417304
-0.08516785,-0.13260970,73.85346493
-0.01743000,-0.08909000,74.49332294
-0.00494430,-0.07052465,73.87925947
-0.07921539,-0.19557820,73.95365199
-0.13549094,-0.18207099,73.25090548
-0.10532945,-0.04729884,74.11955868
-0.14493671,-0.02626389,74.04748343
-0.15182235,-0.03255689,73.24689322
-0.09987590,-0.03196338,73.89501289
-0.09469355,-0.05648397,74.13018127
-0.08611756,-0.03104366,74.03494437
-0.19335520,0.02477662,73.58069860
-0.24158263,0.00590831,73.69219888
-0.06348560,0.06859965,73.75662102
0.07868813,0.13480551,73.64036006
0.06231311,0.13176619,74.12334987
0.35982533,0.35445637,73.82593571
0.34552106,0.30636801,74.40035570
0.33475590,0.36064842,73.51830863
0.31529579,0.39661767,73.88903920
0.24391667,0.28745087,74.24683653
0.32001281,0.26383450,73.78734065
0.36613877,0.19178177,74.04101470
0.32602676,0.20998362,73.94080811
0.26239034,0.16007187,74.14673487
0.23003857,0.15352069,74.35979554
0.32075763,0.18595312,74.04151077
0.36174256,0.17097456,74.26760447
0.29644696,0.08671937,74.04030562
0.17294457,-0.03382708,74.06484133
0.08850602,-0.09334877,74.00355146
0.06579864,-0.03132117,73.94005824
0.00894933,0.02172642,74.14875059
0.01551798,-0.06523663,74.18660616
0.06853817,-0.04984513,73.45928072
0.06582091,-0.06137769,74.04415208
0.00524208,-0.07189398,73.70041939
-0.13243851,-0.10310908,73.64210938
-0.12831917,-0.05070640,73.38176679
-0.08821657,0.01090049,73.67085700
-0.05155559,0.01884689,73.70391750
-0.08288654,-0.03089325,73.84644749
-0.20219888,-0.04982000,73.76908539
-0.18184944,-0.05046353,74.46309791
-0.14301678,0.07493042,74.08789400
-0.12762002,0.10164242,74.06123475
-0.05680566,0.09272591,74.04675549
0.02340780,0.10365625,74.00594382
0.09160646,0.10222303,74.23444372
0.04196401,0.11039595,73.86926383
-0.06816413,0.12011148,74.21785961
-0.02350398,0.14363793,74.20192827
0.08794023,0.14871061,73.86100467
0.17699544,0.18400871,73.90687878
0.09731344,0.07592455,74.19897467
0.10577218,0.01812029,74.43207024
0.10953765,0.05852906,73.71223399
0.13017151,0.07321751,73.25734540
0.11678005,0.14301413,73.60213201
0.16474670,0.06092424,73.66621552
0.19998134,0.03208388,73.99912487
0.20234096,-0.04119213,74.21559870
0.07424967,-0.06758292,74.51449540
-0.02466645,-0.10574490,74.20821757
-0.03119441,-0.08226878,74.14864937
0.10350138,-0.02322681,73.86615496
0.05875453,-0.08272356,74.05077338
-0.00458039,-0.15353999,74.23298002
-0.08410681,-0.20629451,73.88583594
-0.03806892,-0.14994834,74.48811922
-0.10194409,-0.08109931,73.57894405
-0.10480149,-0.02208332,74.01219451
-0.12078252,-0.10309870,74.47024535
-0.07006589,-0.07015606,73.95772582
-0.10940917,-0.10282613,74.11125755
-0.18667840,-0.05907072,74.11821485
-0.25725190,-0.04390551,74.29676676
-0.15781590,0.03144165,74.36864109
-0.03482081,0.04803733,73.90571906
0.01117483,0.07223014,74.08044318
-0.02908527,0.01852661,73.89902237
-0.05567651,0.02192298,73.98832272
-0.01557092,0.13436564,73.89189374
-0.02406441,0.17646090,74.54509423
-0.00094280,0.15676555,74.39266079
0.05668827,0.07282882,73.58383900
0.08751549,0.07277692,74.53224387
0.10727494,0.08613628,73.81381550
0.06402026,0.07047123,74.39073416
0.03290452,0.08122536,74.27643230
0.13588059,0.12353579,74.62872855
0.21889743,0.13992082,74.13602546
0.22024156,0.06386398,73.65555604
0.12346747,-0.03432965,74.25256236
0.05957377,-0.04836124,73.87725904
0.05415562,-0.02656394,74.36608090
0.03613237,0.01103813,74.05506572
0.00861432,-0.06472506,73.98505496
0.03498340,-0.14290673,74.12340375
0.09354355,-0.13806186,74.10963248
0.01321925,-0.13650276,74.12888212
-0.08397223,-0.15048671,74.20945431
-0.12033157,-0.15464945,73.92330342
-0.06821657,-0.10451918,74.05287523
-0.03953928,-0.03883910,74.09447383
-0.06546416,-0.10174709,73.84729703
-0.16654447,-0.22998508,73.30275980
-0.18608641,-0.16792804,74.13842658
-0.17151744,-0.04938498,74.15280090
-0.16187922,0.03229924,74.17086037
-0.13925581,0.05351811,73.53903889
-0.09396768,0.00866280,74.34431100
0.02030981,0.06035217,73.94917631
-0.03872439,0.06182073,73.56398854
-0.13501434,0.04974028,74.22506594
-0.09443981,0.11230544,74.59711498
0.04572363,0.11149622,73.86494953
0.06739750,0.14185842,74.45215576
0.03355789,0.11691754,73.84821696
0.00993938,0.02375204,74.30976537
0.07040376,0.05100387,74.08447226
0.09581578,0.15360381,74.65103774
0.09901580,0.13640007,74.12292651
0.16669763,0.10651801,73.79995272
0.21109659,0.04804629,73.95546106
0.19825328,0.04221978,73.86225868
0.10487576,0.03191403,73.94044341
0.01351114,-0.01371198,74.18308076
0.03509259,-0.05043094,74.14074871
0.12896955,-0.01284924,74.22961040
0.17527496,-0.02471998,74.44556583
0.06221229,-0.10109670,74.07783501
0.01409656,-0.15600420,74.13471935
0.00373925,-0.16078348,74.16855859
-0.03206466,-0.04847164,74.00127848
-0.08524034,-0.01110925,74.50086393
-0.06978239,-0.10485081,73.94954999
-0.02793184,-0.13203824,73.79167923
-0.08058630,-0.14162723,74.14212616
-0.12821633,-0.12327939,74.35522427
-0.26441041,-0.14803399,74.63429731
-0.19751540,-0.06078349,74.66618667
-0.07717531,-0.01090138,73.92640511
-0.06621766,0.03132894,73.85039275
-0.07019579,-0.03260498,74.63083647
-0.11834520,-0.04233158,74.77926090
-0.03740857,0.03691045,74.83213016
-0.11348512,0.15126147,74.08249042
-0.07436281,0.14842881,73.87258553
-0.04666242,0.07861223,74.65954004
0.07367201,0.07464507,74.13527124
0.06633584,0.08686704,74.42033577
-0.00136577,0.09476736,74.04604385
-0.00953412,0.08687162,73.64062390
0.08631057,0.16035783,74.05617723
0.20573159,0.17042707,73.98407393
0.21581185,0.18676666,73.96789355
0.13583216,0.02551566,73.89844783
0.09745301,-0.02531265,74.09026531
0.07381386,0.01339245,74.58385271
0.05662932,0.07712027,74.13788294
0.06094667,-0.01597700,74.74317498
0.10462618,-0.03503982,74.42668712
0.15989122,-0.05456376,74.03659791
0.11006185,-0.06048730,74.20125632
-0.03156893,-0.07887163,73.55313103
-0.05563395,-0.10066096,74.16049688
0.00442424,-0.05798152,74.38853664
0.03314092,-0.03408631,73.98774917
0.00792196,-0.09068808,74.66736852
-0.13194969,-0.18183449,74.41742800
-0.14929582,-0.19225815,74.29709307
-0.16878160,-0.14388757,73.99705933
-0.17930955,-0.03197175,74.26037978
-0.16118999,-0.02628233,74.61983176
-0.11315205,-0.08007902,74.34905574
-0.03323008,-0.04287710,74.36015702
-0.05732864,-0.00705820,74.80130471
-0.14054173,0.05189176,74.24708906
-0.18509923,0.04305896,74.09417123
-0.06392274,0.06831843,74.80293596
0.00848537,0.11821592,74.53837754
-0.03253903,0.04540196,74.58308863
-0.05355628,0.03836897,74.53572427
0.02284622,0.05229742,74.30679418
0.04081764,0.10945389,74.37935940
0.05728428,0.16454144,73.98069635
0.16087630,0.13225566,74.27296047
0.17433917,0.11251408,74.10849328
0.20825533,0.09928193,74.34381538
0.15817170,0.07604408,74.73830917
0.01900901,0.01114210,74.14706742
0.04760345,0.03085528,74.71070355
0.14541486,0.03777526,74.04602872
0.15415013,0.02052838,74.55192354
0.10026342,-0.06897338,74.10976175
0.04794503,-0.11143042,74.65924730
0.04296970,-0.10585795,74.57433097
0.03629317,-0.03290523,74.24687224
0.01766925,-0.00565855,74.44317681
-0.00139927,-0.07084493,74.78104851
-0.00258636,-0.12880439,74.25834601
-0.04919923,-0.14970766,74.51302072
-0.10849042,-0.11967306,74.45230513
-0.22116642,-0.13758105,74.23083029
-0.19094723,-0.12808944,74.33656105
-0.08839021,-0.06469273,74.17726799
-0.04922571,-0.04445701,74.67090560
-0.10033585,-0.07550641,74.66703344
-0.14400128,-0.08553620,74.02601970
-0.12947255,-0.03131371,74.25796352
-0.11040314,0.08839965,74.21654160
-0.11461856,0.05021862,73.50876063
-0.11092869,0.02025458,74.27999370
0.00740055,0.05064155,74.38417168
0.01766905,0.07218061,73.71839200
-0.08549616,0.10399506,74.22063309
-0.08166531,0.09203231,74.61471143
0.01145215,0.11680324,74.13045563
0.13259890,0.18461126,74.66652656
0.16693745,0.15662639,74.26630760
0.13164752,0.06330775,74.78369744
0.09801762,0.06382007,74.43142293
0.13552561,0.09467716,74.55424303
0.10599152,0.09661884,74.42357554
0.09836195,0.10229917,74.24919156
0.10085984,-0.01580267,73.82414585
0.19207466,-0.01833152,74.70850541
0.15441485,-0.03521102,73.94955457
0.02605046,-0.04083339,73.62547328
-0.00793102,-0.03486667,74.19441180
0.02075703,-0.00780771,73.91359524
0.10792871,-0.03688586,74.78394146
0.03822403,-0.05764337,74.71706558
-0.03800306,-0.17461954,74.78656939
-0.07753266,-0.18686263,74.15721504
-0.10709099,-0.10209572,74.73804113
-0.14205348,-0.07655061,74.77404776
-0.15884096,-0.10846660,74.18596519
-0.10867626,-0.11567138,74.68751989
-0.08189119,-0.11871249,74.24227990
-0.08572922,-0.01444038,74.71043073
-0.19085930,-0.03641156,74.82440465
-0.19018761,-0.00935271,74.64683236
-0.13167741,0.06437504,74.47287926
-0.01724528,0.06853818,74.30690631
-0.06160408,0.05755475,74.88947667
-0.12934278,-0.03013053,74.39249081
-0.08268838,0.01565768,74.47494075
-0.00402517,0.12978765,74.68704710
-0.01966151,0.14967347,74.00913966
0.04996029,0.16108739,74.25072033
0.15182045,0.11275219,74.23088276
0.17316142,0.13227110,74.14083606
0.11911285,0.11368730,73.70360288
0.00741230,0.07087897,74.45957262
0.03606147,0.04906336,74.78323230
0.15223213,0.09391607,74.70408965
0.20182255,0.07280686,74.47473796
0.15585536,0.01126454,74.63143190
0.09507698,-0.06084909,73.96608217
0.06989402,-0.05942218,74.35853927
0.13305307,0.00222840,74.11804333
0.11026859,-0.01267535,75.02358108
0.05220983,-0.05269843,74.26499682
0.12058227,-0.12177567,74.85621537
0.04072455,-0.09629401,74.43583393
-0.05169587,-0.12940377,74.12684210
-0.17591923,-0.13372606,74.39094728
-0.14284904,-0.16236773,74.36935241
-0.04198763,-0.06642757,74.51720755
-0.02914597,-0.06348680,74.34567644
-0.10595623,-0.10422204,73.90450389
-0.13335453,-0.17448676,74.63334408
-0.12241230,-0.07711651,74.55269496
-0.10455306,0.02068938,73.86771225
-0.18142474,0.03175681,74.32398818
-0.14502769,-0.00485000,74.47384508
0.25977687,0.26966215,74.68460416
0.23000406,0.27555944,74.10832868
0.16503912,0.28367074,74.64197955
0.09220998,0.26446172,74.62376129
0.16952428,0.27506521,73.84044841
0.29079307,0.30241858,74.22656143
0.32179813,0.29708483,74.18566196
0.25123135,0.23980538,74.35208216
0.27450250,0.16102535,75.05694468
0.22763595,0.20189919,73.94905420
0.21997952,0.24937583,74.65953619
0.16391797,0.19394304,74.24598419
0.23389555,0.12656509,74.24070220
0.27487349,0.12175369,74.27935905
0.28911069,0.06180577,74.81257035
0.17521685,0.08082992,74.33658641
0.12177481,0.03866768,74.23164288
0.16042081,0.09017571,74.29099399
0.22502276,0.05974510,75.02166397
0.16906645,0.01307455,74.46630390
0.04510304,-0.10637478,74.15614225
0.00350591,-0.13212729,74.45967428
-0.02318720,-0.09317202,74.68214774
-0.02359122,-0.05569978,74.76856050
-0.07026518,-0.09901442,74.43046883
-0.05209775,-0.10916735,74.70748796
-0.02194850,-0.13330075,74.75475633
-0.04130093,-0.06512129,74.46572419
-0.17811219,-0.04921549,74.76980054
-0.18502749,-0.06760955,75.28417269
-0.09304893,-0.00273533,74.58694334
-0.04003239,0.05347824,74.43331824
-0.08475103,0.03448358,74.05950633
-0.15299971,-0.08474866,74.70503186
-0.15036913,-0.03270379,74.50953391
-0.12169701,0.06746112,74.20782676
-0.04343545,0.15100373,74.37296571
-0.05881777,0.12775166,74.47778233
0.06013063,0.11630605,74.69791611
0.10178317,0.13195100,74.41244191
0.10531889,0.12689153,74.67691240
-0.00331485,0.11759134,74.66912820
0.02811968,0.12501155,74.67141072
0.09668840,0.13973610,74.82640430
0.22698876,0.16101905,74.59870308
0.14229189,0.08345748,74.49369561
0.12039386,0.00241320,74.68472616
0.13480668,-0.01188346,74.58610513
0.14630198,0.06633615,74.28986205
0.09964062,0.07146425,73.68985931
0.13583645,-0.04170731,74.88868315
0.11631387,-0.06725866,74.39759915
0.15413444,-0.05097457,74.26720038
0.01531420,-0.12874235,73.81620950
-0.12807476,-0.12675860,74.38035130
-0.10261008,-0.13515566,74.87412726
-0.03682879,-0.09959245,74.60164163
0.03926020,-0.05069790,74.65764522
-0.02145538,-0.14645296,74.05144639
-0.13630175,-0.17256139,74.83795769
-0.12892809,-0.13209925,74.80410684
-0.09674258,-0.06544631,74.17886608
-0.15957113,-0.04750936,74.64710627
-0.13741074,-0.08159208,74.52306704
-0.07517161,-0.06391390,74.76853766
-0.08671090,-0.04202496,74.66071271
-0.14245665,-0.01229583,74.21364024
-0.24072386,-0.02318154,74.34120413
-0.14013564,0.04978567,74.85967790
0.01789883,0.11474455,74.25138969
0.07420224,0.14351122,74.39109383
0.00248044,0.12280512,74.97764209
0.01300507,0.08663067,74.67300705
0.05038197,0.08688322,74.60489773
0.05950813,0.18469149,74.03584540
